profile,0,Jamey,Liew,F,7/25/1952,Jamey.Liew@gmail.com,851-711-4493 
job,3,title,Berkshire Hathaway,Milwaukee WI,2013,Current 
profile,4,Eun,Mellish,F,3/11/1955,Eun.Mellish@hotmail.com,772-966-2661 
education,4,Bacholers,Education,University of Notre Dame,1973,1977 
job,4,title,US Government,Portland OR,1977,1979 
job,4,title,State Department,Albuquerque NM,1979,1983 
job,4,title,State Department,Albuquerque NM,1983,1988 
education,4,Masters,Elementary,University of California--Los Angeles,1988,1990 
job,4,title,State Department,Philadelphia PA,1990,1995 
job,4,title,State Department,Philadelphia PA,1995,1999 
job,4,title,State Department,Philadelphia PA,1999,2006 
job,4,title,State Department,Philadelphia PA,2006,2010 
job,4,title,State Department,Philadelphia PA,2010,2013 
job,4,title,State Department,Philadelphia PA,2013,Current 
profile,5,Jordan,Feagins,F,10/21/1973,Jordan.Feagins@yahoo.com,645-835-6295 
job,5,title,Exxon Mobil,San Fransico CA,1989,1991 
education,5,Bacholers,Healthcare,Princeton University,1991,1995 
job,5,title,IBM,Orlando FL,1995,2003 
job,5,title,IBM,Orlando FL,2003,2009 
job,5,title,IBM,Orlando FL,2009,Current 
profile,6,Ilse,Kelm,M,1/01/1987,Ilse.Kelm@yahoo.com,582-418-7668 
education,6,Bacholers,Law,University of Southern California,2005,2011 
education,6,Masters,Corporate,Rice University,2011,2013 
job,6,title,Chevron,Phoenix AZ,2013,Current 
profile,7,Charmain,Valine,M,6/13/1951,Charmain.Valine@gmail.com,496-239-6764 
education,7,Bacholers,Law,University of California--Los Angeles,1969,1974 
education,7,Masters,Intellectual Property,Princeton University,1974,1976 
job,7,title,Exxon Mobil,Las Vegas NV,1976,1979 
job,7,title,Exxon Mobil,Las Vegas NV,1979,1983 
job,7,title,Exxon Mobil,Las Vegas NV,1983,1990 
job,7,title,Exxon Mobil,Las Vegas NV,1990,1991 
job,7,title,General Motors,Oklahoma City OK,1991,1994 
job,7,title,Citigroup,Austin TX,1994,2000 
job,7,title,Citigroup,Austin TX,2000,2004 
job,7,title,IBM,Oklahoma City OK,2004,2010 
job,7,title,IBM,Oklahoma City OK,2010,2011 
job,7,title,Chevron,Orlando FL,2011,Current 
profile,8,Hang,Rizas,F,8/11/1957,Hang.Rizas@yahoo.com,475-679-6183 
education,8,Bacholers,Law,University of Notre Dame,1975,1979 
job,8,title,Bank of America,Portland OR,1979,1986 
job,8,title,Bank of America,Portland OR,1986,1991 
job,8,title,IBM,Chicago IL,1991,1993 
job,8,title,IBM,Chicago IL,1993,2003 
job,8,title,IBM,Chicago IL,2003,2013 
job,8,title,Bank of America,Denver CO,2013,Current 
profile,9,Violet,Espy,M,10/21/1990,Violet.Espy@hotmail.com,861-242-3515 
education,9,Bacholers,Science,Stanford University,2008,2012 
education,9,Masters,Earth,Carnegie Mellon University,2012,Current 
job,9,title,General Electric,Houston TX,2014,Current 
profile,10,Kara,Saurer,M,10/17/1976,Kara.Saurer@yahoo.com,211-417-4748 
education,10,Bacholers,Business,Rice University,1993,1997 
job,10,title,Citigroup,Las Vegas NV,1997,2006 
job,10,title,Chevron,Minneapolis MN,2006,2009 
education,10,Masters,Finance,New York University,2009,2011 
job,10,title,Chevron,Minneapolis MN,2011,Current 
profile,11,Danny,Zalwsky,M,4/21/1959,Danny.Zalwsky@gmail.com,536-211-6671 
job,11,title,Citigroup,Los Angeles CA,1978,1980 
job,11,title,Citigroup,Houston TX,1980,1989 
education,11,Bacholers,Education,New York University,1989,1994 
education,11,Masters,Elementary,University of Pennsylvania,1994,1995 
job,11,title,Citigroup,Houston TX,1995,2000 
job,11,title,Citigroup,Houston TX,2000,2007 
job,11,title,State Department,Albuquerque NM,2007,2010 
job,11,title,US Government,Cleveland OH,2010,Current 
profile,12,Shenita,Kapsos,M,12/22/1952,Shenita.Kapsos@gmail.com,788-622-8675 
education,12,Bacholers,Law,Georgetown University,1970,1974 
education,12,Masters,Civil Rights,University of Notre Dame,1974,1975 
job,12,title,Berkshire Hathaway,Washington DC,1975,1982 
job,12,title,Berkshire Hathaway,Washington DC,1982,1992 
job,12,title,Berkshire Hathaway,Washington DC,1992,2001 
job,12,title,Citigroup,Denver CO,2001,2009 
job,12,title,Dell Computer,Washington DC,2009,Current 
profile,13,Desiree,Raffety,F,4/03/1947,Desiree.Raffety@gmail.com,393-462-2272 
education,13,Bacholers,Engineering,Stanford University,1964,1967 
job,13,title,Lockheed Martin,Chicago IL,1967,1975 
job,13,title,Verizon,Austin TX,1975,1982 
job,13,title,Verizon,Austin TX,1982,1991 
job,13,title,Verizon,Austin TX,1991,1995 
job,13,title,Verizon,Austin TX,1995,1996 
job,13,title,Chevron,Los Angeles CA,1996,1999 
job,13,title,Chevron,Los Angeles CA,1999,2000 
job,13,title,Chevron,Los Angeles CA,2000,2003 
job,13,title,Chevron,Los Angeles CA,2003,2004 
job,13,title,Dell Computer,Las Vegas NV,2004,2011 
job,13,title,Dell Computer,Las Vegas NV,2011,Current 
profile,14,Lucy,Rosell,M,4/27/1961,Lucy.Rosell@hotmail.com,769-465-4741 
education,14,Bacholers,Healthcare,University of North Carolina,1979,1983 
education,14,Masters,Nursing,New York University,1983,1984 
job,14,title,IBM,Philadelphia PA,1984,1994 
job,14,title,IBM,Philadelphia PA,1994,1999 
job,14,title,IBM,Philadelphia PA,1999,2005 
job,14,title,IBM,Philadelphia PA,2005,2013 
job,14,title,IBM,Philadelphia PA,2013,Current 
profile,15,Aaron,Sunderland,F,10/07/1961,Aaron.Sunderland@hotmail.com,162-563-2489 
education,15,Bacholers,PolySci,Princeton University,1980,1985 
education,15,Masters,International Relations,Georgetown University,1985,1986 
job,15,title,US Government,Portland OR,1986,1990 
job,15,title,State Department,Portland OR,1990,1993 
job,15,title,State Department,Portland OR,1993,1997 
job,15,title,State Department,Portland OR,1997,2003 
job,15,title,State Department,Portland OR,2003,2005 
job,15,title,State Department,Portland OR,2005,2009 
job,15,title,Citigroup,Portland OR,2009,2010 
job,15,title,US Government,Houston TX,2010,Current 
profile,16,Mari,Goody,M,1/14/1966,Mari.Goody@yahoo.com,149-645-3689 
education,16,Bacholers,Engineering,University of Texas,1983,1987 
education,16,Masters,Mechanical,Michigan State University,1987,1988 
job,16,title,Microsoft,Washington DC,1988,1989 
job,16,title,Microsoft,Washington DC,1989,1995 
job,16,title,Microsoft,Washington DC,1995,1999 
job,16,title,Microsoft,Washington DC,1999,2003 
job,16,title,AT&T,Minneapolis MN,2003,2011 
job,16,title,Lockheed Martin,San Fransico CA,2011,2013 
job,16,title,Lockheed Martin,San Fransico CA,2013,Current 
profile,17,Johna,Haggermaker,M,3/07/1988,Johna.Haggermaker@gmail.com,572-195-9327 
education,17,Bacholers,Engineering,California Institute of Technology,2005,2009 
education,17,Masters,Chemical,Stanford University,2009,2010 
education,17,PHD,Climatologist,Carnegie Mellon University,2010,2013 
job,17,title,Chevron,Denver CO,2013,Current 
profile,18,Vernita,Brazil,M,11/22/1955,Vernita.Brazil@yahoo.com,552-462-1229 
education,18,Bacholers,Healthcare,Michigan State University,1974,1979 
job,18,title,IBM,Denver CO,1979,1980 
job,18,title,IBM,Portland OR,1980,1985 
job,18,title,IBM,Portland OR,1985,1989 
job,18,title,IBM,Portland OR,1989,1990 
job,18,title,IBM,Portland OR,1990,1991 
job,18,title,IBM,Portland OR,1991,2001 
job,18,title,Lockheed Martin,Los Angeles CA,2001,2010 
job,18,title,Lockheed Martin,Los Angeles CA,2010,2011 
job,18,title,Cisco Systems,Las Vegas NV,2011,2012 
job,18,title,Cisco Systems,Las Vegas NV,2012,Current 
profile,19,Demetrius,Stifter,M,10/11/1972,Demetrius.Stifter@hotmail.com,766-121-8385 
education,19,Bacholers,PolySci,Columbia University,1990,1994 
education,19,Masters,National Government,University of Pennsylvania,1994,1996 
job,19,title,Citigroup,Las Vegas NV,1996,2005 
job,19,title,Citigroup,Las Vegas NV,2005,2009 
job,19,title,Citigroup,Las Vegas NV,2009,Current 
profile,20,Madge,Ciersezwski,M,3/07/1989,Madge.Ciersezwski@yahoo.com,832-932-1468 
education,20,Bacholers,PolySci,Yale University,2007,2012 
education,20,Masters,Local Government,Princeton University,2012,Current 
job,20,title,State Department,Oklahoma City OK,2014,Current 
profile,21,Tommy,Graser,F,3/17/1986,Tommy.Graser@hotmail.com,356-592-8213 
education,21,Bacholers,Education,Cornell University,2004,2010 
education,21,Masters,Math,New York University,2010,2012 
education,21,PHD,Geologist,New York University,2012,2014 
job,21,title,US Government,Portland OR,2014,Current 
profile,22,Randell,Akim,M,2/28/1989,Randell.Akim@yahoo.com,464-876-4943 
job,22,title,Exxon Mobil,New York NY,2008,2011 
education,22,Bacholers,Healthcare,Johns Hopkins University,2011,Current 
job,22,title,IBM,Austin TX,2015,Current 
profile,23,Armida,Ripple,M,2/29/1949,Armida.Ripple@hotmail.com,645-847-4823 
education,23,Bacholers,Education,University of Notre Dame,1968,1974 
job,23,title,State Department,Philadelphia PA,1974,1978 
job,23,title,State Department,Portland OR,1978,1987 
job,23,title,State Department,Portland OR,1987,1990 
job,23,title,State Department,Portland OR,1990,1995 
job,23,title,State Department,Portland OR,1995,2005 
job,23,title,State Department,Portland OR,2005,2008 
job,23,title,State Department,Portland OR,2008,2013 
job,23,title,State Department,Portland OR,2013,Current 
profile,24,Maria,Berkley,M,3/15/1990,Maria.Berkley@yahoo.com,994-537-3145 
education,24,Bacholers,Healthcare,California Institute of Technology,2008,2012 
job,24,title,Motorola,Phoenix AZ,2012,Current 
profile,25,Harland,Dejarden,M,10/14/1955,Harland.Dejarden@hotmail.com,855-511-8384 
education,25,Bacholers,Education,New York University,1971,1975 
job,25,title,State Department,San Fransico CA,1975,1979 
education,25,Masters,Math,Duke University,1979,1980 
job,25,title,State Department,San Fransico CA,1980,1984 
job,25,title,State Department,San Fransico CA,1984,1987 
job,25,title,State Department,Philadelphia PA,1987,1993 
job,25,title,State Department,Philadelphia PA,1993,1998 
job,25,title,State Department,Philadelphia PA,1998,2000 
job,25,title,State Department,Philadelphia PA,2000,2006 
job,25,title,State Department,Philadelphia PA,2006,2010 
job,25,title,State Department,Philadelphia PA,2010,2011 
job,25,title,State Department,Philadelphia PA,2011,2012 
job,25,title,State Department,Philadelphia PA,2012,Current 
profile,26,Anjelica,Forker,F,3/14/1971,Anjelica.Forker@gmail.com,676-255-3673 
education,26,Bacholers,Science,University of California--Berkeley,1989,1994 
education,26,Masters,Chemist,University of Michigan,1994,1995 
job,26,title,Dell Computer,Atlanta GA,1995,1998 
job,26,title,DOW Chemical,Cleveland OH,1998,2000 
job,26,title,DOW Chemical,Cleveland OH,2000,2007 
job,26,title,DOW Chemical,Cleveland OH,2007,2012 
job,26,title,DOW Chemical,Cleveland OH,2012,Current 
profile,27,Mila,Boquet,M,8/19/1985,Mila.Boquet@gmail.com,988-924-6366 
education,27,Bacholers,Engineering,University of California--Berkeley,2002,2006 
education,27,Masters,Chemical,Duke University,2006,2008 
job,27,title,Motorola,Minneapolis MN,2008,Current 
profile,28,Devon,Vontungeln,F,6/09/1969,Devon.Vontungeln@hotmail.com,965-669-5816 
education,28,Bacholers,PolySci,Yale University,1987,1991 
education,28,Masters,International Relations,Boston College,1991,1993 
job,28,title,US Government,San Fransico CA,1993,1994 
job,28,title,US Government,San Fransico CA,1994,1999 
job,28,title,US Government,Los Angeles CA,1999,2003 
job,28,title,US Government,Los Angeles CA,2003,2006 
job,28,title,State Department,Chicago IL,2006,2009 
job,28,title,State Department,Chicago IL,2009,2012 
job,28,title,Citigroup,Phoenix AZ,2012,Current 
profile,29,Danika,Breckley,M,9/04/1972,Danika.Breckley@gmail.com,346-327-4261 
education,29,Bacholers,Healthcare,Johns Hopkins University,1991,1997 
job,29,title,Motorola,Los Angeles CA,1997,2001 
job,29,title,IBM,San Fransico CA,2001,2003 
education,29,Masters,Athletics,Northwestern University,2003,2005 
job,29,title,IBM,San Fransico CA,2005,2011 
job,29,title,IBM,Minneapolis MN,2011,2013 
job,29,title,IBM,Minneapolis MN,2013,Current 
profile,30,Rosario,Cambi,M,3/26/1979,Rosario.Cambi@gmail.com,689-931-5443 
education,30,Bacholers,Engineering,California Institute of Technology,1997,2001 
job,30,title,Chevron,Houston TX,2001,2004 
education,30,Masters,Mechanical,University of California--Berkeley,2004,2006 
job,30,title,Chevron,Houston TX,2006,2007 
job,30,title,General Electric,New York NY,2007,2009 
job,30,title,General Electric,New York NY,2009,2011 
job,30,title,General Electric,New York NY,2011,Current 
profile,31,Meggan,Mccollam,M,6/05/1950,Meggan.Mccollam@gmail.com,899-334-4987 
education,31,Bacholers,Engineering,University of Southern California,1968,1974 
job,31,title,Exxon Mobil,Atlanta GA,1974,1980 
education,31,Masters,Chemical,University of Southern California,1980,1982 
job,31,title,Exxon Mobil,Atlanta GA,1982,1985 
job,31,title,Intel,Detroit MI,1985,1986 
job,31,title,Intel,Detroit MI,1986,1989 
job,31,title,Intel,Detroit MI,1989,1991 
job,31,title,Intel,Detroit MI,1991,1995 
job,31,title,IBM,Orlando FL,1995,1999 
job,31,title,Chevron,Portland OR,1999,2005 
job,31,title,Chevron,Portland OR,2005,2007 
job,31,title,Chevron,Portland OR,2007,2009 
job,31,title,Chevron,Portland OR,2009,2010 
job,31,title,Microsoft,Los Angeles CA,2010,Current 
profile,32,India,Beshore,F,9/26/1967,India.Beshore@gmail.com,697-552-3247 
education,32,Bacholers,Law,Rice University,1985,1988 
education,32,Masters,Intellectual Property,University of North Carolina,1988,1990 
education,32,PHD,Climatologist,University of California--Los Angeles,1990,1993 
job,32,title,Chevron,Houston TX,1993,1996 
job,32,title,Chevron,Milwaukee WI,1996,2003 
job,32,title,Chevron,Milwaukee WI,2003,2009 
job,32,title,Chevron,Milwaukee WI,2009,Current 
profile,33,Alfred,Assael,F,9/07/1959,Alfred.Assael@yahoo.com,919-836-6514 
education,33,Bacholers,Engineering,California Institute of Technology,1976,1979 
job,33,title,Motorola,Houston TX,1979,1983 
education,33,Masters,Chemical,Massachusetts Institute of Technology,1983,1985 
job,33,title,Motorola,Minneapolis MN,1985,1990 
job,33,title,Motorola,Minneapolis MN,1990,1993 
job,33,title,Motorola,Minneapolis MN,1993,2000 
job,33,title,Motorola,Minneapolis MN,2000,2007 
job,33,title,Motorola,Minneapolis MN,2007,Current 
profile,34,Colby,Deischer,M,10/04/1979,Colby.Deischer@hotmail.com,517-258-6434 
education,34,Bacholers,Law,Princeton University,1996,2001 
education,34,Masters,Intellectual Property,Georgetown University,2001,2003 
education,34,PHD,Climatologist,Rice University,2003,2006 
job,34,title,General Motors,Washington DC,2006,2009 
job,34,title,General Motors,Washington DC,2009,2013 
job,34,title,General Motors,Washington DC,2013,Current 
profile,35,Quiana,Friedlander,F,9/15/1983,Quiana.Friedlander@yahoo.com,299-443-6772 
education,35,Bacholers,Business,Columbia University,2001,2005 
job,35,title,Wal-Mart,Denver CO,2005,Current 
profile,36,Denna,Ducey,F,3/19/1956,Denna.Ducey@yahoo.com,163-542-7337 
education,36,Bacholers,Business,University of North Carolina,1974,1979 
job,36,title,General Electric,Albuquerque NM,1979,1983 
education,36,Masters,Accounting,Harvard University,1983,1984 
job,36,title,General Electric,Albuquerque NM,1984,1990 
job,36,title,Motorola,Minneapolis MN,1990,1994 
job,36,title,Motorola,Minneapolis MN,1994,1996 
job,36,title,Berkshire Hathaway,Oklahoma City OK,1996,1997 
job,36,title,Berkshire Hathaway,Oklahoma City OK,1997,2003 
job,36,title,Berkshire Hathaway,Oklahoma City OK,2003,2004 
job,36,title,Berkshire Hathaway,Oklahoma City OK,2004,2010 
job,36,title,Berkshire Hathaway,Oklahoma City OK,2010,Current 
profile,37,Rocky,Suttin,F,12/15/1965,Rocky.Suttin@yahoo.com,341-369-7514 
education,37,Bacholers,Law,Rice University,1983,1988 
education,37,Masters,Criminal,Yale University,1988,1989 
job,37,title,Delphi,Detroit MI,1989,1992 
job,37,title,Delphi,Detroit MI,1992,1994 
job,37,title,Delphi,Detroit MI,1994,2000 
job,37,title,Delphi,Detroit MI,2000,2006 
job,37,title,Delphi,Detroit MI,2006,2013 
job,37,title,Delphi,Detroit MI,2013,Current 
profile,38,Jimmy,Audi,F,8/02/1985,Jimmy.Audi@gmail.com,372-398-6592 
education,38,Bacholers,Healthcare,Stanford University,2002,2006 
job,38,title,IBM,Austin TX,2006,2010 
education,38,Masters,Nursing,University of North Carolina,2010,2011 
job,38,title,IBM,Austin TX,2011,Current 
profile,39,Nicola,Mergist,M,12/18/1958,Nicola.Mergist@yahoo.com,967-951-3937 
education,39,Bacholers,PolySci,Cornell University,1974,1978 
education,39,Masters,National Government,Princeton University,1978,1980 
job,39,title,US Government,Houston TX,1980,1985 
job,39,title,US Government,Houston TX,1985,1987 
job,39,title,US Government,Houston TX,1987,1991 
job,39,title,US Government,Houston TX,1991,1994 
job,39,title,US Government,Houston TX,1994,2002 
job,39,title,US Government,Houston TX,2002,2007 
job,39,title,US Government,Houston TX,2007,2009 
job,39,title,US Government,Houston TX,2009,Current 
